;ACC02;BBDC4;1;8195;8195;8195;18.51;151689.45;151689.45;151689.45;
;ACC08;BBDC4;2;2790;2790;2790;19.34;53958.60;53958.60;53958.60;
;ACC03;ABEV3;2;5206;5206;5206;11.99;62419.94;62419.94;62419.94;
;ACC05;WEGE3;1;4436;4436;4436;15.73;69778.28;69778.28;69778.28;
;ACC07;ABEV3;2;2538;2538;2538;18.97;48145.86;48145.86;48145.86;
;ACC07;WEGE3;2;9236;9236;9236;16.41;151562.76;151562.76;151562.76;
;ACC07;ITUB4;2;7997;7997;7997;14.22;113717.34;113717.34;113717.34;
;ACC07;ITUB4;1;9045;9045;9045;19.34;174930.30;174930.30;174930.30;
;ACC10;ABEV3;1;8463;8463;8463;11.61;98255.43;98255.43;98255.43;
;ACC02;MGLU3;1;7834;7834;7834;11.36;88994.24;88994.24;88994.24;
;ACC02;LREN3;1;8666;8666;8666;17.07;147928.62;147928.62;147928.62;
;ACC02;B3SA3;1;3012;3012;3012;15.47;46595.64;46595.64;46595.64;
;ACC08;BBAS3;2;8488;8488;8488;18.79;159489.52;159489.52;159489.52;
;ACC04;PETR4;2;7873;7873;7873;15.75;123999.75;123999.75;123999.75;
;ACC06;WEGE3;1;5667;5667;5667;16.13;91408.71;91408.71;91408.71;
;ACC02;ITUB4;1;3796;3796;3796;11.69;44375.24;44375.24;44375.24;
;ACC05;BBDC4;2;1951;1951;1951;11.85;23119.35;23119.35;23119.35;
;ACC07;B3SA3;2;8531;8531;8531;13.47;114912.57;114912.57;114912.57;
;ACC06;PETR4;1;5800;5800;5800;19.67;114086.00;114086.00;114086.00;
;ACC09;PETR4;1;1052;1052;1052;12.99;13665.48;13665.48;13665.48;
;ACC06;WEGE3;1;8675;8675;8675;19.42;168468.50;168468.50;168468.50;
;ACC07;VALE3;1;6647;6647;6647;12.02;79896.94;79896.94;79896.94;
;ACC08;MGLU3;1;9992;9992;9992;15.54;155275.68;155275.68;155275.68;
;ACC03;VALE3;2;4623;4623;4623;10.44;48264.12;48264.12;48264.12;
;ACC02;LREN3;2;4480;4480;4480;11.82;52953.60;52953.60;52953.60;
;ACC10;WEGE3;1;7004;7004;7004;17.63;123480.52;123480.52;123480.52;
;ACC01;ABEV3;1;2239;2239;2239;15.00;33585.00;33585.00;33585.00;
;ACC07;ABEV3;2;1293;1293;1293;11.27;14572.11;14572.11;14572.11;
;ACC06;WEGE3;2;2918;2918;2918;15.57;45433.26;45433.26;45433.26;
;ACC02;B3SA3;1;1041;1041;1041;12.94;13470.54;13470.54;13470.54;
;ACC10;MGLU3;2;7128;7128;7128;13.53;96441.84;96441.84;96441.84;
;ACC09;VALE3;2;6524;6524;6524;10.25;66871.00;66871.00;66871.00;
;ACC02;VALE3;2;6721;6721;6721;11.15;74939.15;74939.15;74939.15;
;ACC07;ABEV3;1;1898;1898;1898;16.70;31696.60;31696.60;31696.60;
;ACC02;VALE3;1;7278;7278;7278;18.88;137408.64;137408.64;137408.64;
;ACC04;PETR4;2;6673;6673;6673;13.66;91153.18;91153.18;91153.18;
